Date,Block,Trtmnt,DateBlkTrtmnt,Loc,Time,Netter,AvegWindMph,TempC,Humidity,CloudCover,PercentInSun,Genus,Species,TotalOpenFl,TotalCloseFl,NatorNon,Notes,
06Jul2023,stav,nh,06Jul2023stavnh,1295BStorey,1724,DG,1.4,15.9,98,100,100,Calandrinia,menziesii,0,2,native,,
10Jul2023,stav,h,10Jul2023stavh,,1300,"MM,LG",0.6,15.8,90,100,100,Phacelia ,californica,722,1164,native,,
10Jul2023,stav,nh,10Jul2023stavnh,1295BStorey,1300,"MM,LG",2.5,13.8,73,80,100,Achillea ,millefolium,"2,496",426,native,16 infl,
10Jul2023,stav,nh,10Jul2023stavnh,1295BStorey,1300,"MM,LG",2.5,13.8,73,80,100,Agapanthus,,37,823,non,19 infl; aveg closed 43.3 fl/infl,
10Jul2023,stav,nh,10Jul2023stavnh,1295BStorey,1300,"MM,LG",2.5,13.8,73,80,100,Campanula,,547,345,non,,
10Jul2023,stav,nh,10Jul2023stavnh,1295BStorey,1300,"MM,LG",2.5,13.8,73,80,100,Fuschia ,thymifolia,165,165,non,,
10Jul2023,stav,nh,10Jul2023stavnh,1295BStorey,1300,"MM,LG",2.5,13.8,73,80,100,Sidalcea ,malviflora,18,14,native,,
10Jul2023,stav,nh,10Jul2023stavnh,1295BStorey,1300,"MM,LG",2.5,13.8,73,80,100,Hydrangea,quercifolia,12,,non,"""sepal-flowers"" ; buds 90 X 3 = 720 but did not include",
11Jul2023,eawa,h,11Jul2023eawah,401B,1015,"KB,LG",3.5,16.3,89,100,100,Lantana,,408,229,non,,
11Jul2023,eawa,h,11Jul2023eawah,401B,1015,"KB,LG",3.5,16.3,89,100,100,Phacelia ,californica,21,33,native,,
11Jul2023,eawa,h,11Jul2023eawah,401B,1015,"KB,LG",3.5,16.3,89,100,100,Horkelia,californica,1,0,native,,
01Aug2023,stav,c,01Aug2023stavc,1289AStorey,1045,"KB,LG",1.3,16,84,100,100,Fuschia ,thymifolia,319,781,non,,
01Aug2023,stav,c,01Aug2023stavc,1289AStorey,1045,"KB,LG",1.3,16,84,100,100,Hydrangea,quercifolia,7290,1599,non,"these are counts of the small, open buds with repro parts, not the ""sepal-flowers""",
01Aug2023,stav,c,01Aug2023stavc,1289AStorey,1045,"KB,LG",1.3,16,84,100,100,Fumaria,capreolata,310,25,non,,
01Aug2023,stav,h,01Aug2023stavh,1291BStorey,1415,,1.8,18,84,100,100,Phacelia ,californica,966,1148,native,"38 total infl; aveg open fl/infl was 25.44, and aveg closed/infl was 30.22 on this date",
01Aug2023,stav,h,01Aug2023stavh,1291BStorey,1415,,1.8,18,84,100,100,Grindelia,hirsitula,4,3,native,,
01Aug2023,stav,h,01Aug2023stavh,1291BStorey,1415,,1.8,18,84,100,100,Malva,,3,8,non,,
01Aug2023,stav,h,01Aug2023stavh,1291BStorey,1415,,1.8,18,84,100,100,Horkelia,californica,59,0,native,,
01Aug2023,stav,h,01Aug2023stavh,1291BStorey,1415,,1.8,18,84,100,100,Symphyotrichum ,chilense,12,22,native,,
31Jul2023,fosc,nh,31Jul2023foscnh,1203Ralston,1140,"DG,MM",1.3,22.5,20,40,100,Silene ,gallica,6,0,non,,
31Jul2023,fosc,nh,31Jul2023foscnh,1203Ralston,1140,"DG,MM",1.3,22.5,20,40,100,Achillea ,millefolium,838,0,native,,
31Jul2023,fosc,nh,31Jul2023foscnh,1203Ralston,1140,"DG,MM",1.3,22.5,20,40,100,Monardella,villosa,7,2,native,,
31Jul2023,fosc,nh,31Jul2023foscnh,1203Ralston,1140,"DG,MM",1.3,22.5,20,40,100,Eriogonum,latifolium,260,180,native,,
31Jul2023,fosc,h,31Jul2023fosch,1206Ralston,1228,LG,0.8,22,45,30,60,Symphyotrichum ,chilense,4,5,native,,
31Jul2023,fosc,h,31Jul2023fosch,1206Ralston,1228,LG,0.8,22,45,30,60,Horkelia,californica,4,1,native,,
31Jul2023,fosc,c,31Jul2023foscc,1224Upton,1135,LG,0.8,19.7,54,50,80,Sonchus ,oleraceus,1,0,non,,
31Jul2023,fosc,c,31Jul2023foscc,1224Upton,1135,LG,0.8,19.7,54,50,80,Rosa,,4,0,non,,
31Jul2023,wewa,c,31Jul2023wewac,1418AWash,1504,DG,0.8,22.2,84,40,100,,,,0,,no plants flowering,
31Jul2023,wewa,nh,31Jul2023wewanh,1418CWash,1422,DG,0.8,22.2,84,50,100,Eriogonum,latifolium,275,770,native,14 infl,
31Jul2023,wewa,nh,31Jul2023wewanh,1418CWash,1422,DG,0.8,22.2,84,50,100,Achillea ,millefolium,7,0,native,counted individual flowers,
31Jul2023,wewa,nh,31Jul2023wewanh,1418CWash,1422,DG,0.8,22.2,84,50,100,Aeonium,nobilis,4,25,non,counted individual flowers,
11Jul2023,eawa,nh,11Jul2023eawanh,409AWa,1028,DG,3.5,16.3,89,100,100,Hydrangea,,119,544,non,"open means repro parts visible; ""closed"" means in bud.  Did not count ""sepal-flowers""",
11Jul2023,eawa,nh,11Jul2023eawanh,409AWa,1028,DG,3.5,16.3,89,100,100,Limonium,,1,100,non," ""open""= white flower; ""closed"" =purple sepals",
11Jul2023,eawa,c,11Jul2023eawac,407AWa,1130,DG,3.5,16.3,89,50,100,Pittosporum,,22,25,non,,
11Jul2023,wewa,c,11Jul2023wewac,1418AWash,1204,DG,3.5,15.5,80,50,100,,,0,0,,nothing in bloom,
11Jul2023,wewa,nh,11Jul2023wewanh,1418CWash,1140,"KB,LG",3.5,15.5,80,50,100,Eriogonum,latifolium,16,536,native,10 infl,
11Jul2023,wewa,nh,11Jul2023wewanh,1418CWash,1140,"KB,LG",3.5,15.5,80,50,100,Aeonium,nobilis,415,2500,non,15 infl,
11Jul2023,wewa,h,11Jul2023wewah,1420BWa,1115,"LG,KB",3.5,15.5,80,50,100,Horkelia,californica,4,1,native,,
11Jul2023,wewa,h,11Jul2023wewah,1420BWa,1115,"LG,KB",3.5,15.5,80,50,100,Grindelia,stricta,3,2,native,,
11Jul2023,wewa,h,11Jul2023wewah,1420BWa,1115,"LG,KB",3.5,15.5,80,50,100,Leptospermum,laevigatum,3,2,non,laevigatum?,
11Jul2023,wewa,h,11Jul2023wewah,1420BWa,1115,"LG,KB",3.5,15.5,80,50,100,Pelargonium,graveolens,22,12,non,,
11Jul2023,wewa,h,11Jul2023wewah,1420BWa,1115,"LG,KB",3.5,15.5,80,50,100,Calandrinia,grandiflora,43,28,non,,
11Jul2023,wewa,h,11Jul2023wewah,1420BWa,1115,"LG,KB",3.5,15.5,80,50,100,Aeonium,nobilis,13,34,non,,
12Jul2023,mpsu,nh,12Jul2023mpsunh,Mesa/Moraga,1656,"DG,Mmo",1.4,11.5,75,100,100,Dudleya,farinosa,10,20,native,,
12Jul2023,mpsu,nh,12Jul2023mpsunh,Mesa/Moraga,1656,"DG,Mmo",1.4,11.5,75,100,100,Pseudognaphalium,luteoalbum,0,5544,non,360 infl,
12Jul2023,mpsu,nh,12Jul2023mpsunh,Mesa/Moraga,1656,"DG,Mmo",1.4,11.5,75,100,100,Achillea ,millefolium,1872,84,native,13 infl,
12Jul2023,mpsu,nh,12Jul2023mpsunh,Mesa/Moraga,1656,"DG,Mmo",1.4,11.5,75,100,100,Monardella,villosa,154,0,native,6 infl,
12Jul2023,mpsu,nh,12Jul2023mpsunh,Mesa/Moraga,1656,"DG,Mmo",1.4,11.5,75,100,100,Euphorbia,peplus,,,non,did not count,
12Jul2023,mpsu,nh,12Jul2023mpsunh,Mesa/Moraga,1656,"DG,Mmo",1.4,11.5,75,100,100,Coronopus,didymus,,,non,did not count,
12Jul2023,mpsu,nh,12Jul2023mpsunh,Mesa/Moraga,1656,"DG,Mmo",1.4,11.5,75,100,100,Medicago ,polymorpha,0,1,non,,
12Jul2023,mpsu,nh,12Jul2023mpsunh,Mesa/Moraga,1656,"DG,Mmo",1.4,11.5,75,100,100,Sidalcea ,malviflora,0,1,native,,
12Jul2023,mpsu,nh,12Jul2023mpsunh,Mesa/Moraga,1656,"DG,Mmo",1.4,11.5,75,100,100,Eriogonum,latifolium,51,304,native,16 closed infl,
12Jul2023,mpsu,nh,12Jul2023mpsunh,Mesa/Moraga,1656,"DG,Mmo",1.4,11.5,75,100,100,Melilotus,indicus,82,0,non,"""open"" ",
12Jul2023,mpsu,h,12Jul2023mpsuh,Powderhouse,1820,DG,1.4,11.5,75,100,100,Convolvulus,arvensis,160,40,non,,
12Jul2023,mpsu,h,12Jul2023mpsuh,Powderhouse,1820,DG,1.4,11.5,75,100,100,Symphyotrichum ,chilense,2,0,native,,
12Jul2023,mpsu,h,12Jul2023mpsuh,Powderhouse,1820,DG,1.4,11.5,75,100,100,Phacelia ,californica,322,107,native,23 infl,
12Jul2023,mpsu,h,12Jul2023mpsuh,Powderhouse,1820,DG,1.4,11.5,75,100,100,Grindelia,hirsitula,6,0,native,,
12Jul2023,mpsu,h,12Jul2023mpsuh,Powderhouse,1820,DG,1.4,11.5,75,100,100,Pseudognaphalium,luteoalbum,0,2266,non,100 infl,
12Jul2023,mpsu,h,12Jul2023mpsuh,Powderhouse,1820,DG,1.4,11.5,75,100,100,Perideridia,kellogii,352,0,native,"17 infl ;  ""infl"" = 1 ""ball""",
12Jul2023,mpsu,h,12Jul2023mpsuh,Powderhouse,1820,DG,1.4,11.5,75,100,100,Horkelia,californica,41,0,native,,
12Jul2023,mpsu,h,12Jul2023mpsuh,Powderhouse,1820,DG,1.4,11.5,75,100,100,Lysimachia,arvensis,10,0,non,,
12Jul2023,mpsu,h,12Jul2023mpsuh,Powderhouse,1820,DG,1.4,11.5,75,100,100,Fumaria,capreolata,88,0,non,11 infl,
12Jul2023,mpsu,c,12Jul2023mpsuc,Rock Wall,1554,"DG,Mmo",1.3,17.4,83,95,100,Rubus,armeniacus,3,0,non,hybrid ursinus/armeniacus,
12Jul2023,mpsu,c,12Jul2023mpsuc,Rock Wall,1554,"DG,Mmo",1.3,17.4,83,95,100,Cotoneaster,,76,75,non,,
07Aug2023,mpsu,h,07Aug2023mpsuh,Powderhouse,1426,,5,18.6,71,0,100,Pseudognaphalium,luteoalbum,1026,,non,Got windy up to 9.3 mph 140 infl;,
07Aug2023,mpsu,h,07Aug2023mpsuh,Powderhouse,1426,,5,18.6,71,0,100,Horkelia,californica,43,0,native,Got windy up to 9.3 mph ,
07Aug2023,mpsu,h,07Aug2023mpsuh,Powderhouse,1426,,5,18.6,71,0,100,Symphyotrichum ,chilense,35,0,native,Got windy up to 9.3 mph,
07Aug2023,mpsu,h,07Aug2023mpsuh,Powderhouse,1426,,5,18.6,71,0,100,Perideridia,kellogii,873,54,native,"9 ""open"" infl; 1 ""closed"" infl; got windy up to 9.3 mph",
07Aug2023,mpsu,h,07Aug2023mpsuh,Powderhouse,1426,,5,18.6,71,0,100,Convolvulus,arvensis,8,0,non,Got windy up to 9.3 mph,
07Aug2023,mpsu,h,07Aug2023mpsuh,Powderhouse,1426,,5,18.6,71,0,100,Grindelia,hirsitula,15,0,native,Got windy up to 9.3 mph,
07Aug2023,mpsu,h,07Aug2023mpsuh,Powderhouse,1426,,5,18.6,71,0,100,Lysimachia,arvensis,2,0,non,Got windy up to 9.3 mph,
07Aug2023,eawa,nh,07Aug2023eawanh,409WA,954,DG,2.7,20.4,73,0,100,Bellis ,perennis,1,0,non,,
07Aug2023,eawa,nh,07Aug2023eawanh,409WA,954,DG,2.7,20.4,73,0,100,Pseudognaphalium,luteoalbum,98,29,non,8 infl,
07Aug2023,eawa,nh,07Aug2023eawanh,409WA,954,DG,2.7,20.4,73,0,100,Hydrangea,,519,200,non,"""sepal-flowers?""' 30 infl",
07Aug2023,eawa,c,07Aug2023eawac,407A,956,"LG,MM",2.7,20.4,73,0,60,Pittosporum,,4,2,non,,
07Aug2023,ymca,h,07Aug2023ymcah,TennHollowTrailhead,1138,"MM,LG",1.1,21.7,57,0,100,Symphyotrichum ,chilense,96,75,native,,
07Aug2023,ymca,h,07Aug2023ymcah,TennHollowTrailhead,1138,"MM,LG",1.1,21.7,57,0,100,Grevillea,lanigera,14,7326,non,"did not distinguish between very small, bud-like ""curlers"" and full-grown ""curlers""",
07Aug2023,ymca,h,07Aug2023ymcah,TennHollowTrailhead,1138,"MM,LG",1.1,21.7,57,0,100,Grindelia,hirsitula,6,12,native,,
07Aug2023,ymca,h,07Aug2023ymcah,TennHollowTrailhead,1138,"MM,LG",1.1,21.7,57,0,100,Horkelia,californica,4,0,native,,
07Aug2023,ymca,h,07Aug2023ymcah,TennHollowTrailhead,1138,"MM,LG",1.1,21.7,57,0,100,Convolvulus,arvensis,2,0,non,,
07Aug2023,ymca,h,07Aug2023ymcah,TennHollowTrailhead,1138,"MM,LG",1.1,21.7,57,0,100,Epilobium ,,9,0,native,,
07Aug2023,ymca,h,07Aug2023ymcah,TennHollowTrailhead,1138,"MM,LG",1.1,21.7,57,0,100,Geranium,dissectum,1,0,non,,
07Aug2023,ymca,h,07Aug2023ymcah,TennHollowTrailhead,1138,"MM,LG",1.1,21.7,57,0,100,Lysimachia,arvensis,1,0,non,,
07Aug2023,ymca,c,07Aug2023ymcac,traffic circle,1140,DG,1.1,21.7,57,0,100,Grevillea,lanigera,5,8,non,"although thousands of tiny red buds, not yet ""curling""",
07Aug2023,ymca,nh,07Aug2023ymcanh,Lincoln/Funston,1226,DG,1.1,21.7,57,0,100,Grevillea,lanigera,0,5200,non,"these are mostly small buds, barely starting to ""curl""; may decide to go with 0 total flowers",
07Aug2023,ymca,nh,07Aug2023ymcanh,Lincoln/Funston,1226,DG,1.1,21.7,57,0,100,Achillea ,millefolium,430,0,native,,
07Aug2023,ymca,nh,07Aug2023ymcanh,Lincoln/Funston,1226,DG,1.1,21.7,57,0,100,Monardella,villosa,22,11,native,3 infl,
07Aug2023,ymca,nh,07Aug2023ymcanh,Lincoln/Funston,1226,DG,1.1,21.7,57,0,100,Eriogonum,latifolium,152,170,native,7 infl,
07Aug2023,mpsu,nh,07Aug2023mpsunh,,1443,"DG,LG",2.1,21.1,66,0,100,Monardella,villosa,164,0,native,82 infl,
07Aug2023,mpsu,nh,07Aug2023mpsunh,,1443,"DG,LG",2.1,21.1,66,0,100,Achillea ,millefolium,7235,0,native,58 infl,
07Aug2023,mpsu,nh,07Aug2023mpsunh,,1443,"DG,LG",2.1,21.1,66,0,100,Dudleya,farinosa,13,15,native,,
07Aug2023,mpsu,nh,07Aug2023mpsunh,,1443,"DG,LG",2.1,21.1,66,0,100,Lysimachia,arvensis,2,0,non,,
07Aug2023,mpsu,nh,07Aug2023mpsunh,,1443,"DG,LG",2.1,21.1,66,0,100,Erigeron ,bonariensis,0,150,non,,
07Aug2023,mpsu,nh,07Aug2023mpsunh,,1443,"DG,LG",2.1,21.1,66,0,100,Eriogonum,latifolium,192,1350,native,"note; ""mixed"" open+ closed infl's were counted and averaged, and purely ""closed"" were counted and aveg.  So this is likely an over-estimation of total ""open""; 10 ""mixed infl"", and 10 ""closed"" infl",
07Aug2023,mpsu,c,07Aug2023mpsuc,Rock Wall,1416,LG,2.1,21.1,66,0,98,,,0,,,nothing in bloom,
07Aug2023,eawa,h,07Aug2023eawah,401BWa,1017,"LG,MM",2.7,20.4,73,0,100,Horkelia,californica,3,2,native,,
07Aug2023,eawa,h,07Aug2023eawah,401BWa,1017,"LG,MM",2.7,20.4,73,0,100,Lantana,,54,0,non,,
07Aug2023,eawa,h,07Aug2023eawah,401BWa,1017,"LG,MM",2.7,20.4,73,0,100,Symphyotrichum ,chilense,2,0,native,,
07Aug2023,eawa,h,07Aug2023eawah,401BWa,1017,"LG,MM",2.7,20.4,73,0,100,Perideridia,kellogii,276,0,native,3 infl,
01Aug2023,stav,nh,01Aug2023stavnh,1295BStorey,1341,DG,1.8,18,84,100,100,Achillea ,millefolium,3800,0,native,20 infl,
01Aug2023,stav,nh,01Aug2023stavnh,1295BStorey,1341,DG,1.8,18,84,100,100,Sidalcea ,malviflora,4,0,native,,
01Aug2023,stav,nh,01Aug2023stavnh,1295BStorey,1341,DG,1.8,18,84,100,100,Fuschia,thymifolia,6,20,non,,
01Aug2023,stav,nh,01Aug2023stavnh,1295BStorey,1341,DG,1.8,18,84,100,100,Campanula,,30,10,non,,
01Aug2023,stav,nh,01Aug2023stavnh,1295BStorey,1341,DG,1.8,18,84,100,100,Agapanthus,,132,384,non,,
01Aug2023,stav,nh,01Aug2023stavnh,1295BStorey,1341,DG,1.8,18,84,100,100,Sonchus ,oleraceus,4,0,non,,
01Aug2023,stav,nh,01Aug2023stavnh,1295BStorey,1341,DG,1.8,18,84,100,100,Hydrangea,quercifolia,2000,,non,used aveg of 400 open buds/infl; did not check for closed #'s,
24Jul2023,stav,h,24Jul2023stavh,1291BStorey,1620,,,,,,,Phacelia ,californica,2639,5379,native,99 infl,
24Jul2023,stav,h,24Jul2023stavh,1291BStorey,1620,,,,,,,Grindelia,hirsitula,4,0,native,,
24Jul2023,stav,h,24Jul2023stavh,1291BStorey,1620,,,,,,,Ranunculus,californica,2,6,native,,
24Jul2023,stav,h,24Jul2023stavh,1291BStorey,1620,,,,,,,Horkelia,californica,40,0,native,,
24Jul2023,stav,h,24Jul2023stavh,1291BStorey,1620,,,,,,,Malva,,1,2,non,,
24Jul2023,stav,c,24Jul2023stavc,1289AStorey,1610,DG,,,,,,Hydrangea,quercifolia,4800,0,non,"12 infl - this only counts the small bud flowers, and not the ""sepal-flowers""",
24Jul2023,stav,c,24Jul2023stavc,1289AStorey,1610,DG,,,,,,Fuschia ,thymifolia,57,460,non,used Aug 1st cube measurements of 42 total cubes,
24Jul2023,stav,c,24Jul2023stavc,1289AStorey,1610,DG,,,,,,Fumaria,capreolata,160,0,non,,
10Jul2023,stav,c,10Jul2023stavc,1289AStorey,1600,"MM,LG",2.5,13.8,73,80,100,Hydrangea,quercifolia,344,,non,"""sepal-flower"" count, not the small buds with repro parts",
10Jul2023,stav,c,10Jul2023stavc,1289AStorey,1600,"MM,LG",2.5,13.8,73,80,100,Fumaria,capreolata,90,0,non,,
10Jul2023,stav,c,10Jul2023stavc,1289AStorey,1600,"MM,LG",2.5,13.8,73,80,100,Fuschia ,thymifolia,84,399,non,used 42 cubes,
24Jul2023,stav,nh,24Jul2023stavnh,1295BStorey,1541,,4.8,17.6,78,0,100,Achillea ,millefolium,3776,48,native,16 infl,
24Jul2023,stav,nh,24Jul2023stavnh,1295BStorey,1541,,4.8,17.6,78,0,100,Fuschia,thymifolia,49,46,non,,
24Jul2023,stav,nh,24Jul2023stavnh,1295BStorey,1541,,4.8,17.6,78,0,100,Agapanthus,,212,879,non,,
24Jul2023,stav,nh,24Jul2023stavnh,1295BStorey,1541,,4.8,17.6,78,0,100,Campanula,,81,25,non,,
24Jul2023,stav,nh,24Jul2023stavnh,1295BStorey,1541,,4.8,17.6,78,0,100,Sidalcea ,malviflora,2,6,non,,
24Jul2023,stav,nh,24Jul2023stavnh,1295BStorey,1541,,4.8,17.6,78,0,100,Hydrangea,quercifolia,200,400,non,"not sure how they estimated this, and if counting ""sepal-petals"" or buds.",
14Aug2023,lile,c,14Aug2023lilec,median strip,950,KB,0,22,64,80,100,Rumex,acetosella,,,non,5 plants,
14Aug2023,lile,h,14Aug2023lileh,,1009,"DG,KB",0,22,64,88,100,Calandrinia,grandiflora,50,20,non,,
14Aug2023,lile,h,14Aug2023lileh,,1009,"DG,KB",0,22,64,88,100,Phacelia ,californica,8,1,native,,
14Aug2023,lile,h,14Aug2023lileh,,1009,"DG,KB",0,22,64,88,100,Horkelia,californica,4,0,native,,
14Aug2023,lile,h,14Aug2023lileh,,1009,"DG,KB",0,22,64,88,100,Symphyotrichum ,chilense,4,2,native,,
14Aug2023,lile,h,14Aug2023lileh,,1009,"DG,KB",0,22,64,88,100,Grindelia,hirsitula,1,0,native,,
14Aug2023,lile,h,14Aug2023lileh,,1009,"DG,KB",0,22,64,88,100,Cotyledon,orbiculata,12,2,non,,
14Aug2023,lile,nh,14Aug2023lilenh,,1135,"KB,DG",0,22,64,80,100,Achillea ,millefolium,230,0,native,,
14Aug2023,lile,nh,14Aug2023lilenh,,1135,"KB,DG",0,22,64,80,100,Monardella,villosa,14,0,native,,
14Aug2023,lile,nh,14Aug2023lilenh,,1135,"KB,DG",0,22,64,80,100,Eriogonum,latifolium,0,16,native,,
09Aug2023,shta,h,09Aug2023shtah,,1233,DG,1.4,17.8,90,30,100,Horkelia,californica,110,0,native,flowers counted on 8/7,
09Aug2023,shta,h,09Aug2023shtah,,1233,DG,1.4,17.8,90,30,100,Grevillea,lanigera,250,7966,non,flowers counted on 8/7,
09Aug2023,shta,h,09Aug2023shtah,,1233,DG,1.4,17.8,90,30,100,Symphyotrichum ,chilense,3,0,native,flowers counted on 8/7,
09Aug2023,shta,h,09Aug2023shtah,,1233,DG,1.4,17.8,90,30,100,Euphorbia,peplus,,,non,"flowers counted on 8/7; did not count flwr, 10 plants",
09Aug2023,shta,c,09Aug2023shtac,,1154,DG,1.3,24.6,62,1,85,Grevillea,lanigera,50,1266,non,,
09Aug2023,shta,c,09Aug2023shtac,,1154,DG,1.3,24.6,62,1,85,Medicago ,lupulina,40,40,non,10 infl,
09Aug2023,shta,c,09Aug2023shtac,,1154,DG,1.3,24.6,62,1,85,Plantago,erecta,10,,non,1 infl,
09Aug2023,shta,nh,09Aug2023shtanh,OsoandMe,1605,DG,1,18.3,81,100,100,Achillea ,millefolium,11212,2746,native,65 infl,
09Aug2023,shta,nh,09Aug2023shtanh,OsoandMe,1605,DG,1,18.3,81,100,100,Monardella,villosa,413,100,native,28 infl,
09Aug2023,shta,nh,09Aug2023shtanh,OsoandMe,1605,DG,1,18.3,81,100,100,Grevillea,lanigera,80,3500,non,20 boxes,"combined ""big curls"" with ""little curls"""
09Aug2023,shta,nh,09Aug2023shtanh,OsoandMe,1605,DG,1,18.3,81,100,100,Eschscholzia,californica,0,1,native,,
09Aug2023,shta,nh,09Aug2023shtanh,OsoandMe,1605,DG,1,18.3,81,100,100,Eriogonum,latifolium,5450,3053,native,43 infl,
14Aug2023,wywe,c,14Aug2023wywec,fire hydrant,1553,DG,1.7,19.6,70,25,100,,,0,0,,nothing blooming,
14Aug2023,wywe,h,14Aug2023wyweh,14thAvegate,1623,DG,1.7,19.6,70,25,100,Melilotus,indicus,0,39,non,3 infl,
14Aug2023,wywe,h,14Aug2023wyweh,14thAvegate,1623,DG,1.7,19.6,70,25,100,Hebe,speciosa,5,0,non,1 infl,
16Aug2023,stav,c,16Aug2023stavc,1289AStorey,1218,LG,,,,40,50,Fuschia,thymifolia,168,1323,non,used Aug 1st cube measurements of 42 total cubes,
16Aug2023,stav,c,16Aug2023stavc,1289AStorey,1218,LG,,,,40,50,Hydrangea,quercifolia,265,,non,"""sepal-flowers""",
16Aug2023,stav,c,16Aug2023stavc,1289AStorey,1218,LG,,,,40,50,Hydrangea,quercifolia,805,,non,"flowers ""buds"" with repro parts showing",
16Aug2023,stav,c,16Aug2023stavc,1289AStorey,1218,LG,,,,40,50,Fumaria,capreolata,22,0,non,,
16Aug2023,wewa,h,16Aug2023wewah,1420B,1500,LG,0.8,19.2,81,50,100,Grindelia,hirsitula,5,5,native,,
16Aug2023,wewa,h,16Aug2023wewah,1420B,1500,LG,0.8,19.2,81,50,100,Symphyotrichum ,chilense,1,6,native,,
16Aug2023,wewa,h,16Aug2023wewah,1420B,1500,LG,0.8,19.2,81,50,100,Calandrinia,grandiflora,9,21,non,,
16Aug2023,wewa,h,16Aug2023wewah,1420B,1500,LG,0.8,19.2,81,50,100,Pelargonium,,32,10,,,
16Aug2023,wewa,c,16Aug2023wewac,1418AWash,1502,DG,0.8,19.2,81,90,100,,,0,0,,nothing in flower,
16Aug2023,wewa,nh,16Aug2023wewanh,1418CWash,1528,DG,0.8,19.2,81,95,100,Eriogonum,latifolium,354,375,native,15 infl,
16Aug2023,wewa,nh,16Aug2023wewanh,1418CWash,1528,DG,0.8,19.2,81,95,100,Achillea ,millefolium,9,0,native,,
16Aug2023,wewa,nh,16Aug2023wewanh,1418CWash,1528,DG,0.8,19.2,81,95,100,Pseudognaphalium,luteoalbum,0,24,non,,
16Aug2023,wewa,nh,16Aug2023wewanh,1418CWash,1528,DG,0.8,19.2,81,95,100,Aeonium,nobilis,14,30,non,,
16Aug2023,fosc,c,16Aug2023foscc,1224Upton,1025,LG,,19.7,53,40,30,Hypochaeris,radicata,2,0,non,,
16Aug2023,fosc,nh,16Aug2023foscnh,1203Ralston,1058,LG,1.3,20.4,65,1,100,Achillea ,millefolium,41,70,native,"200 senesced flowers, but with white petals",
16Aug2023,fosc,nh,16Aug2023foscnh,1203Ralston,1058,LG,1.3,20.4,65,1,100,Monardella,villosa,19,0,native,,
16Aug2023,fosc,nh,16Aug2023foscnh,1203Ralston,1058,LG,1.3,20.4,65,1,100,Eriogonum,latifolium,0,45,native,,
16Aug2023,fosc,h,16Aug2023fosch,1206Ralston,1041,DG,1.3,20.4,65,45,100,Symphyotrichum ,chilense,5,1,native,,
16Aug2023,fosc,h,16Aug2023fosch,1206Ralston,1041,DG,1.3,20.4,65,45,100,Plantago,lanceolata,45,0,non,"2 infl; ""open"" is counting stamens",
16Aug2023,fosc,h,16Aug2023fosch,1206Ralston,1041,DG,1.3,20.4,65,45,100,Horkelia,californica,8,0,native,,
14Aug2023,fscg,c,14Aug2023fscgc,Stone stairs,1420,KB,1.1,17,84,80,100,,,0,0,,nothing in flower,
14Aug2023,fscg,h,14Aug2023fscgh,,1355,DG,1.1,17,84,100,100,Nepeta,cataria,1394,714,non,102 infl,
14Aug2023,fscg,h,14Aug2023fscgh,,1355,DG,1.1,17,84,100,100,Fragaria,,11,0,native,,
14Aug2023,fscg,h,14Aug2023fscgh,,1355,DG,1.1,17,84,100,100,Symphyotrichum ,chilense,14,15,native,,
14Aug2023,fscg,h,14Aug2023fscgh,,1355,DG,1.1,17,84,100,100,Lysimachia,arvensis,13,2,non,,
14Aug2023,fscg,h,14Aug2023fscgh,,1355,DG,1.1,17,84,100,100,Nigella,,3,6,non,,
14Aug2023,fscg,h,14Aug2023fscgh,,1355,DG,1.1,17,84,100,100,Oxalis,corniculata,5,5,non,,
14Aug2023,fscg,h,14Aug2023fscgh,,1355,DG,1.1,17,84,100,100,Epilobium ,ciliata,8,60,native,,
14Aug2023,fscg,nh,14Aug2023fscgnh,,1259,DG,1.1,17,84,100,100,Daucus,carota,136,92,non,1 infl,
14Aug2023,fscg,nh,14Aug2023fscgnh,,1259,DG,1.1,17,84,100,100,Digitalis,white,92,37,non,,
14Aug2023,fscg,nh,14Aug2023fscgnh,,1259,DG,1.1,17,84,100,100,Digitalis,purple,7,3,non,,
14Aug2023,fscg,nh,14Aug2023fscgnh,,1259,DG,1.1,17,84,100,100,Tropaeolum,majus,12,0,non,,
14Aug2023,fscg,nh,14Aug2023fscgnh,,1259,DG,1.1,17,84,100,100,Achillea ,millefolium,115,0,native,,
14Aug2023,wywe,nh,14Aug2023wywenh,,1605,KB,1.7,19.6,70,25,100,Achillea ,millefolium,161,0,native,,
21Aug2023,shta,h,21Aug2023shtah,,1135,DG,2,23.1,67,70,100,Symphyotrichum ,chilense,23,0,native,,
21Aug2023,shta,h,21Aug2023shtah,,1135,DG,2,23.1,67,70,100,Horkelia,californica,45,0,native,,
21Aug2023,shta,h,21Aug2023shtah,,1135,DG,2,23.1,67,70,100,Phacelia ,californica,6,5,native,,
21Aug2023,shta,h,21Aug2023shtah,,1135,DG,2,23.1,67,70,100,Grevillea,lanigera,1745,4004,non,,
21Aug2023,shta,h,21Aug2023shtah,,1135,DG,2,23.1,67,70,100,Grindelia,hirsitula,1,0,native,,
